prediction;test_price
63.34;84.13
63.13;84.19
62.79;85.72
62.73;86.73
63.53;86.99
64.05;87.55
64.23;87.73
64.67;88.45
64.94;88.11
65.24;88.23
65.19;88.73
65.29;88.77
65.08;87.95
64.5;86.71
64.13;87.93
63.64;87.68
63.97;87.12
64.3;86.42
63.98;87.58
63.67;88.75
63.82;89.02
64.26;90.28
64.22;90.75
64.86;90.49
65.22;91.07
65.17;91.52
65.58;90.76
65.87;90.27
65.54;89.85
65.1;88.53
65.16;88.06
64.53;88.96
64.06;89.88
64.54;90.33
64.87;90.53
65.28;91.23
65.09;90.31
65.26;90.42
64.92;91.22
65.07;90.8
65.97;90.25
66.11;91.19
66.24;90.78
66.68;91.02
66.8;90.06
67.08;88.81
66.71;89.34
65.82;87.17
65.46;88.1
64.55;90.18
64.66;97.06
65.2;98.37
67.93;97.77
69.23;97.49
69.06;97.68
68.89;97.63
69.03;99.27
69.18;99.83
69.67;99.78
69.87;99.54
69.66;99.56
69.22;100.2
69.06;100.62
69.32;100.31
69.4;101.17
69.71;100.21
70.04;99.75
69.52;101.48
69.19;101.92
70.24;101.17
70.64;100.66
70.71;99.5
70.53;100.88
70.15;98.8
70.41;98.61
69.98;102.71
69.93;102.01
70.96;102.9
71.03;102.51
71.3;103.47
71.06;102.9
71.32;103.92
70.95;103.71
71.37;102.65
71.24;100.63
70.91;100.86
70.13;101.09
69.71;101.7
69.79;100.52
69.98;101.05
69.9;101.59
69.73;101.23
69.66;101.04
69.52;101.93
69.57;102.32
69.78;102.5
70.35;102.08
70.82;102.22
70.94;102.53
71.07;103.6
71.15;102.25
71.24;103.71
70.83;103.2
70.75;103.45
70.53;104.46
70.17;104.97
70.46;105.57
70.68;105.34
70.89;105.24
70.85;104.19
70.92;105.92
70.46;106.41
71.05;106.2
71.5;105.15
72.07;104.71
71.75;105.53
71.18;104.08
71.39;104.69
70.67;104.64
70.43;105.35
70.25;105.71
70.65;105.74
70.78;105.96
70.95;105.61
71.17;105.79
71.06;105.67
70.78;104.88
71.02;105.77
70.5;105.93
70.63;105.77
70.48;106.34
70.27;106.14
70.44;106.54
70.44;105.71
70.35;105.71
70.17;104.74
70.09;104.0
69.85;105.42
69.88;106.01
70.48;105.37
71.05;105.59
70.46;106.44
70.32;106.85
70.65;108.51
71.24;107.93
71.87;108.8
72.2;109.65
72.65;109.03
73.01;109.68
73.05;110.2
73.53;108.34
73.64;109.39
73.16;110.98
73.42;110.82
73.67;111.53
73.28;112.88
73.33;111.04
73.58;111.43
73.1;112.24
72.72;113.79
72.99;113.6
73.04;114.03
73.12;114.78
73.39;114.57
73.71;115.27
74.09;115.01
74.42;115.03
74.93;114.52
74.82;114.62
74.72;113.99
75.04;114.19
74.68;115.52
74.1;115.7
74.45;115.67
74.62;116.75
74.61;117.3
74.77;106.54
74.89;104.64
71.5;105.41
70.33;107.0
69.87;104.11
70.26;103.13
69.52;103.64
69.63;103.3
69.62;105.12
69.83;103.08
70.88;102.61
70.92;96.41
70.48;95.28
68.81;91.92
67.49;92.43
65.86;95.65
66.19;98.49
67.88;98.78
69.49;98.21
69.41;95.92
69.25;98.22
67.83;98.31
68.12;97.33
68.57;100.26
68.33;98.23
68.71;98.9
67.79;100.71
68.04;100.08
68.53;99.7
68.65;100.21
68.74;100.44
68.52;99.13
67.99;99.68
67.2;98.79
67.54;97.91
67.02;96.99
66.7;96.68
66.53;94.94
66.27;95.83
65.23;98.51
65.68;98.97
67.35;99.29
68.77;100.1
69.34;100.03
69.96;99.66
69.79;100.84
69.23;101.75
69.36;102.51
69.57;102.75
69.37;101.92
69.53;104.0
69.38;104.34
69.65;105.52
69.78;105.88
70.47;106.12
70.83;109.17
70.78;109.01
71.08;109.43
71.11;109.67
70.89;110.22
71.13;110.89
71.66;109.64
71.74;110.89
71.95;111.37
72.46;109.17
72.61;108.92
72.24;111.5
72.38;112.22
72.61;113.19
72.28;112.32
72.69;112.02
72.58;110.7
72.54;111.74
72.3;111.94
72.59;113.88
72.31;114.43
72.41;115.74
72.39;115.11
72.97;113.7
72.77;114.39
72.63;110.98
72.97;109.38
72.08;111.23
70.83;109.89
71.1;107.85
70.98;110.12
70.0;109.73
70.14;108.42
70.0;107.45
69.75;107.45
68.86;104.81
68.59;106.08
67.26;108.81
67.32;110.39
68.3;108.66
69.6;104.5
69.03;103.4
67.96;103.55
67.08;102.41
66.17;102.7
65.84;104.04
65.32;103.88
65.72;103.16
65.89;101.94
66.35;99.9
65.98;97.88
65.47;97.36
64.97;96.53
64.43;96.28
63.74;96.93
63.9;98.43
64.84;95.54
65.95;96.15
66.29;91.09
66.92;91.16
65.31;89.77
64.99;91.21
63.86;94.0
64.04;92.44
65.18;93.39
65.11;91.5
65.4;90.74
65.24;92.96
65.2;92.31
65.92;90.34
65.65;92.3
64.98;92.58
65.69;91.09
65.22;89.37
64.86;89.56
63.99;86.19
64.38;87.61
62.98;88.43
63.12;90.13
63.58;92.65
64.47;92.33
65.63;92.17
66.0;93.49
65.74;92.53
66.03;92.58
66.3;92.79
66.24;92.46
65.83;92.67
65.22;94.73
65.67;94.1
66.54;95.87
65.79;95.54
66.68;96.42
66.54;94.9
66.67;94.74
66.59;94.14
66.21;95.01
65.17;95.86
65.6;95.3
66.11;95.5
66.16;96.62
66.81;96.24
67.55;95.52
67.93;94.66
67.54;93.94
66.55;94.31
65.32;95.16
65.04;95.23
65.21;95.95
65.89;96.34
66.44;96.11
66.78;95.73
66.37;94.1
65.51;94.57
64.68;93.29
63.85;93.54
62.76;93.39
62.83;94.44
62.67;96.51
63.37;95.68
64.63;95.64
64.78;98.45
64.89;99.57
65.06;100.18
65.22;99.83
65.46;100.67
65.41;101.45
65.65;101.76
66.54;102.13
66.43;100.92
66.87;100.17
66.55;101.24
66.38;100.68
66.65;100.57
66.61;101.79
66.88;102.39
67.98;102.19
67.63;103.41
67.13;99.23
67.01;98.67
65.97;97.52
65.83;97.36
65.29;96.95
65.01;96.04
65.55;95.47
66.08;96.8
65.6;96.22
65.66;96.54
65.4;96.88
65.84;96.83
65.8;97.29
66.72;96.25
67.06;95.58
67.12;95.77
67.06;95.8
67.71;95.83
68.03;95.41
67.75;95.11
68.04;94.92
68.43;94.43
68.17;94.65
68.15;95.46
68.29;95.33
68.24;95.44
68.57;96.04
68.9;96.59
68.92;95.87
69.48;95.84
69.48;96.06
70.59;92.86
70.96;91.56
69.96;93.18
68.83;94.08
68.85;94.9
69.24;95.1
69.38;94.74
69.65;95.51
68.81;96.16
68.6;97.35
69.02;97.7
70.0;97.91
70.49;97.6
70.89;97.69
70.34;97.52
69.62;97.86
69.19;97.2
69.02;95.98
68.08;95.77
67.24;95.48
66.85;95.17
66.35;94.48
65.51;94.13
65.51;93.72
64.75;93.76
64.35;93.36
64.24;92.84
63.67;93.9
63.29;92.99
64.28;93.64
64.49;93.56
64.77;94.46
64.38;95.63
64.15;95.54
64.26;94.63
64.61;94.88
65.04;94.67
64.63;94.66
64.37;94.44
64.03;94.19
63.79;93.68
63.06;93.78
62.98;93.63
62.92;93.37
63.25;93.04
63.09;92.7
63.03;92.69
63.04;92.3
62.71;92.11
62.1;92.26
62.06;91.66
62.37;91.57
62.41;91.94
62.65;90.31
63.06;91.5
62.49;90.58
63.2;90.15
62.49;90.39
62.21;90.45
62.49;90.51
62.57;90.83
63.1;90.28
63.4;91.28
62.79;91.14
62.77;89.86
63.03;89.63
63.16;90.09
62.98;89.7
62.9;90.74
63.28;90.38
64.22;90.48
63.96;90.34
63.9;90.71
64.1;90.38
63.83;90.38
63.81;89.76
64.2;89.32
64.23;89.04
64.16;89.22
64.19;88.76
64.52;89.09
64.73;89.83
65.47;89.93
65.5;90.91
66.0;91.24
66.55;90.63
66.61;91.36
66.57;91.87
66.47;91.71
66.88;90.57
67.38;90.28
67.32;89.81
67.24;91.24
66.48;90.34
66.82;92.27
66.72;92.22
67.44;92.48
67.61;92.79
67.9;95.45
67.95;95.68
69.29;95.47
69.57;96.86
69.49;97.1
69.94;96.0
69.44;95.4
69.11;95.48
69.32;96.02
69.28;96.56
69.23;96.71
69.35;97.39
68.68;96.86
68.59;96.68
68.04;96.25
67.9;97.68
67.65;98.36
68.13;99.66
68.32;101.8
68.97;103.26
69.42;102.47
70.32;102.26
70.48;102.46
70.45;102.79
70.45;102.32
70.73;103.69
70.1;103.85
70.56;103.94
70.33;103.81
70.18;103.54
69.82;103.56
69.37;102.7
69.29;102.96
68.99;102.62
